year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate
2008.0,SI,6582,6582,131,125,6,0.018991187,0.019902766,0.000911577
2009.0,SI,7012,7012,146,156,-10,0.022247575,0.020821448,-0.0014261267
2010.0,SI,7438,7438,173,144,29,0.019360043,0.023258941,0.0038988974
2011.0,SI,7958,7958,179,183,-4,0.022995727,0.022493089,-0.00050263887
2012.0,SI,8432,8432,230,198,32,0.023481973,0.02727704,0.0037950664
2013.0,SI,8879,8879,223,231,-8,0.026016444,0.025115442,-0.0009010024
2014.0,SI,9264,9264,242,255,-13,0.027525907,0.026122626,-0.0014032815
2015.0,SI,9582,9582,240,314,-74,0.032769777,0.025046963,-0.0077228136
2016.0,SI,9626,9626,239,311,-72,0.032308333,0.024828589,-0.007479742
2017.0,SI,9668,9668,244,333,-89,0.034443524,0.025237897,-0.009205627
2018.0,SI,9636,9636,270,342,-72,0.035491906,0.028019926,-0.00747198
2019.0,SI,9617,9617,328,315,13,0.032754496,0.03410627,0.0013517729
2020.0,SI,9255,9255,304,275,29,0.029713668,0.03284711,0.0031334413
2021.0,SI,8656,8656,223,222,1,0.02564695,0.025762476,0.000115526804
2022.0,SI,0,0,164,139,25,,,
1996.0,SJ,8,8,0,0,0,0.0,0.0,0.0
1997.0,SJ,10,10,2,0,2,0.0,0.2,0.2
1998.0,SJ,12,12,3,3,0,0.25,0.25,0.0
2000.0,SJ,17,17,3,1,2,0.05882353,0.1764706,0.11764706
2001.0,SJ,14,14,1,2,-1,0.14285715,0.071428575,-0.071428575
2002.0,SJ,16,16,4,3,1,0.1875,0.25,0.0625
2004.0,SJ,27,27,7,1,6,0.037037037,0.25925925,0.22222222
2005.0,SJ,28,28,1,3,-2,0.10714286,0.035714287,-0.071428575
2006.0,SJ,29,29,5,5,0,0.1724138,0.1724138,0.0
2007.0,SJ,30,30,4,1,3,0.033333335,0.13333334,0.1
2008.0,SJ,38,38,11,4,7,0.10526316,0.28947368,0.18421052
2010.0,SJ,54,54,11,8,3,0.14814815,0.2037037,0.055555556
2011.0,SJ,55,55,7,4,3,0.07272727,0.12727273,0.054545455
2012.0,SJ,63,63,10,10,0,0.15873016,0.15873016,0.0
2013.0,SJ,63,63,8,19,-11,0.3015873,0.12698413,-0.17460318
2014.0,SJ,68,68,10,7,3,0.10294118,0.14705883,0.04411765
2015.0,SJ,74,74,16,16,0,0.21621622,0.21621622,0.0
2016.0,SJ,74,74,13,15,-2,0.2027027,0.17567568,-0.027027028
2017.0,SJ,80,80,18,15,3,0.1875,0.225,0.0375
2018.0,SJ,83,83,11,9,2,0.10843374,0.13253012,0.024096385
2019.0,SJ,78,78,15,19,-4,0.24358974,0.1923077,-0.051282052
2020.0,SJ,70,70,13,16,-3,0.22857143,0.18571429,-0.042857144
2021.0,SJ,74,74,12,4,8,0.054054055,0.16216215,0.10810811
2022.0,SJ,0,0,3,7,-4,,,
1996.0,SK,2980,2980,0,0,0,0.0,0.0,0.0
1997.0,SK,3522,3522,132,78,54,0.022146508,0.037478704,0.015332198
1998.0,SK,4028,4028,130,139,-9,0.03450844,0.032274082,-0.0022343595
1999.0,SK,4143,4143,140,165,-25,0.039826214,0.033791937,-0.0060342746
2000.0,SK,4266,4266,138,148,-10,0.03469292,0.032348804,-0.0023441163
2001.0,SK,4416,4416,162,217,-55,0.049139492,0.03668478,-0.01245471
2002.0,SK,4605,4605,162,221,-59,0.047991313,0.035179153,-0.012812161
2003.0,SK,4726,4726,158,228,-70,0.048243757,0.033432078,-0.01481168
2004.0,SK,5102,5102,213,248,-35,0.04860839,0.041748334,-0.006860055
2005.0,SK,5516,5516,204,262,-58,0.04749819,0.036983322,-0.010514866
2006.0,SK,5941,5941,238,273,-35,0.04595186,0.040060595,-0.005891264
2007.0,SK,6361,6361,238,287,-49,0.045118693,0.0374155,-0.007703191
2008.0,SK,6919,6919,274,312,-38,0.04509322,0.0396011,-0.0054921233
2009.0,SK,7517,7517,248,294,-46,0.039111346,0.032991886,-0.0061194627
2010.0,SK,8281,8281,293,284,9,0.034295376,0.0353822,0.0010868253
2011.0,SK,9246,9246,282,365,-83,0.03947653,0.030499676,-0.008976855
2012.0,SK,10271,10271,309,334,-25,0.03251874,0.030084705,-0.0024340376
2013.0,SK,10950,10950,336,377,-41,0.034429222,0.030684931,-0.0037442923
2014.0,SK,11671,11671,353,379,-26,0.032473654,0.03024591,-0.002227744
2015.0,SK,12333,12333,366,413,-47,0.03348739,0.029676478,-0.0038109138
2016.0,SK,12778,12778,342,416,-74,0.032555956,0.026764752,-0.0057912036
2017.0,SK,13047,13047,407,392,15,0.03004522,0.03119491,0.0011496895
2018.0,SK,13238,13238,413,392,21,0.029611723,0.031198066,0.0015863423
2019.0,SK,13135,13135,435,504,-69,0.038370766,0.033117626,-0.0052531403
2020.0,SK,12404,12404,386,410,-24,0.033053853,0.031118995,-0.0019348597
2021.0,SK,11362,11362,264,316,-52,0.027812004,0.023235345,-0.004576659
2022.0,SK,0,0,192,215,-23,,,
1996.0,SL,13,13,0,0,0,0.0,0.0,0.0
1997.0,SL,17,17,0,0,0,0.0,0.0,0.0
1998.0,SL,18,18,1,3,-2,0.16666667,0.055555556,-0.11111111
1999.0,SL,18,18,1,1,0,0.055555556,0.055555556,0.0
2000.0,SL,17,17,0,1,-1,0.05882353,0.0,-0.05882353
2001.0,SL,14,14,0,3,-3,0.21428572,0.0,-0.21428572
2007.0,SL,18,18,1,1,0,0.055555556,0.055555556,0.0
2008.0,SL,30,30,3,1,2,0.033333335,0.1,0.06666667
2009.0,SL,35,35,1,0,1,0.0,0.028571429,0.028571429
2010.0,SL,35,35,3,1,2,0.028571429,0.08571429,0.057142857
2011.0,SL,46,46,3,0,3,0.0,0.06521739,0.06521739
2012.0,SL,48,48,1,6,-5,0.125,0.020833334,-0.104166664
2013.0,SL,63,63,4,2,2,0.031746034,0.06349207,0.031746034
2014.0,SL,82,82,7,6,1,0.07317073,0.085365854,0.0121951215
2015.0,SL,109,109,12,5,7,0.04587156,0.110091746,0.06422018
2016.0,SL,122,122,9,10,-1,0.08196721,0.07377049,-0.008196721
2017.0,SL,141,141,13,10,3,0.07092199,0.09219858,0.021276595
2018.0,SL,151,151,10,10,0,0.06622516,0.06622516,0.0
2019.0,SL,163,163,21,15,6,0.09202454,0.12883435,0.036809817
2020.0,SL,161,161,14,11,3,0.06832298,0.08695652,0.01863354
2021.0,SL,144,144,9,15,-6,0.104166664,0.0625,-0.041666668
1996.0,SM,1,1,0,0,0,0.0,0.0,0.0
2000.0,SM,4,4,1,1,0,0.25,0.25,0.0
2008.0,SM,7,7,0,2,-2,0.2857143,0.0,-0.2857143
2009.0,SM,10,10,2,0,2,0.0,0.2,0.2
2010.0,SM,13,13,3,1,2,0.07692308,0.23076923,0.15384616
2011.0,SM,16,16,3,2,1,0.125,0.1875,0.0625
2012.0,SM,16,16,2,1,1,0.0625,0.125,0.0625
2013.0,SM,21,21,6,1,5,0.04761905,0.2857143,0.23809524
2015.0,SM,27,27,8,1,7,0.037037037,0.2962963,0.25925925
2017.0,SM,26,26,3,1,2,0.03846154,0.115384616,0.07692308
2019.0,SM,25,25,9,4,5,0.16,0.36,0.2
2020.0,SM,25,25,4,3,1,0.12,0.16,0.04
1996.0,SN,267,267,0,0,0,0.0,0.0,0.0
1997.0,SN,322,322,9,14,-5,0.04347826,0.027950311,-0.015527951
1998.0,SN,375,375,17,26,-9,0.06933333,0.045333333,-0.024
1999.0,SN,411,411,29,18,11,0.04379562,0.07055961,0.02676399
2000.0,SN,440,440,20,24,-4,0.054545455,0.045454547,-0.009090909
2001.0,SN,499,499,27,35,-8,0.07014028,0.054108217,-0.016032064
2002.0,SN,564,564,34,22,12,0.039007094,0.060283687,0.021276595
2003.0,SN,613,613,36,32,4,0.052202284,0.05872757,0.0065252855
2004.0,SN,664,664,40,39,1,0.05873494,0.060240965,0.001506024
2005.0,SN,718,718,39,39,0,0.05431755,0.05431755,0.0
2006.0,SN,790,790,41,44,-3,0.055696204,0.051898733,-0.0037974683
2007.0,SN,861,861,52,43,9,0.049941927,0.06039489,0.010452962
2008.0,SN,920,920,40,40,0,0.04347826,0.04347826,0.0
2009.0,SN,1023,1023,43,55,-12,0.05376344,0.042033236,-0.011730205
2010.0,SN,1100,1100,53,61,-8,0.055454545,0.048181817,-0.0072727273
2011.0,SN,1254,1254,65,57,8,0.045454547,0.051834133,0.0063795852
2012.0,SN,1435,1435,84,66,18,0.04599303,0.058536585,0.012543554
2013.0,SN,1559,1559,85,79,6,0.050673507,0.05452213,0.003848621
2014.0,SN,1723,1723,88,82,6,0.04759141,0.051073708,0.0034822982
2015.0,SN,1843,1843,104,100,4,0.05425936,0.056429733,0.0021703744
2016.0,SN,1921,1921,98,96,2,0.049973972,0.051015098,0.0010411245
2017.0,SN,2006,2006,98,103,-5,0.051345963,0.04885344,-0.0024925224
2018.0,SN,2074,2074,115,123,-8,0.05930569,0.05544841,-0.0038572806
2019.0,SN,2087,2087,127,111,16,0.05318639,0.0608529,0.007666507
2020.0,SN,2006,2006,109,112,-3,0.0558325,0.054336987,-0.0014955135
2021.0,SN,1869,1869,94,86,8,0.04601391,0.050294276,0.0042803637
2022.0,SN,0,0,43,44,-1,,,
1996.0,SO,3,3,0,0,0,0.0,0.0,0.0
1998.0,SO,3,3,0,1,-1,0.33333334,0.0,-0.33333334
2006.0,SO,2,2,0,0,0,0.0,0.0,0.0
2010.0,SO,3,3,0,0,0,0.0,0.0,0.0
2011.0,SO,9,9,3,1,2,0.11111111,0.33333334,0.22222222
2013.0,SO,17,17,0,3,-3,0.1764706,0.0,-0.1764706
2014.0,SO,17,17,0,2,-2,0.11764706,0.0,-0.11764706
2015.0,SO,26,26,6,2,4,0.07692308,0.23076923,0.15384616
2016.0,SO,31,31,7,3,4,0.09677419,0.22580644,0.12903225
2017.0,SO,38,38,6,3,3,0.078947365,0.15789473,0.078947365
2018.0,SO,41,41,5,5,0,0.12195122,0.12195122,0.0
2019.0,SO,52,52,9,3,6,0.057692308,0.17307693,0.115384616
2020.0,SO,56,56,16,8,8,0.14285715,0.2857143,0.14285715
2021.0,SO,58,58,8,3,5,0.05172414,0.13793103,0.0862069
1999.0,SR,4,4,0,0,0,0.0,0.0,0.0
2000.0,SR,8,8,0,0,0,0.0,0.0,0.0
2001.0,SR,9,9,0,0,0,0.0,0.0,0.0
2002.0,SR,18,18,2,0,2,0.0,0.11111111,0.11111111
2003.0,SR,17,17,0,0,0,0.0,0.0,0.0
2004.0,SR,17,17,0,1,-1,0.05882353,0.0,-0.05882353
2006.0,SR,19,19,0,0,0,0.0,0.0,0.0
2007.0,SR,18,18,0,1,-1,0.055555556,0.0,-0.055555556
2008.0,SR,21,21,1,0,1,0.0,0.04761905,0.04761905
2009.0,SR,20,20,0,0,0,0.0,0.0,0.0
2010.0,SR,27,27,2,0,2,0.0,0.074074075,0.074074075
2012.0,SR,44,44,2,1,1,0.022727273,0.045454547,0.022727273
2013.0,SR,55,55,1,0,1,0.0,0.018181818,0.018181818
2014.0,SR,71,71,7,1,6,0.014084507,0.09859155,0.08450704
2015.0,SR,78,78,4,3,1,0.03846154,0.051282052,0.012820513
2016.0,SR,80,80,2,1,1,0.0125,0.025,0.0125
2017.0,SR,90,90,6,2,4,0.022222223,0.06666667,0.044444446
2018.0,SR,106,106,8,5,3,0.047169812,0.0754717,0.028301887
2019.0,SR,109,109,8,4,4,0.036697246,0.07339449,0.036697246
2020.0,SR,105,105,7,5,2,0.04761905,0.06666667,0.01904762
2021.0,SR,97,97,3,6,-3,0.06185567,0.030927835,-0.030927835
2022.0,SR,0,0,2,3,-1,,,
1996.0,SS,30,30,0,0,0,0.0,0.0,0.0
1997.0,SS,28,28,3,9,-6,0.32142857,0.10714286,-0.21428572
1998.0,SS,28,28,8,9,-1,0.32142857,0.2857143,-0.035714287
1999.0,SS,29,29,6,5,1,0.1724138,0.20689656,0.03448276
2000.0,SS,35,35,9,6,3,0.17142858,0.25714287,0.08571429
2001.0,SS,36,36,10,8,2,0.22222222,0.2777778,0.055555556
2002.0,SS,34,34,3,11,-8,0.32352942,0.0882353,-0.23529412
2003.0,SS,44,44,12,9,3,0.20454545,0.27272728,0.06818182
2004.0,SS,53,53,11,9,2,0.16981132,0.20754717,0.03773585
2005.0,SS,54,54,11,13,-2,0.24074075,0.2037037,-0.037037037
2006.0,SS,69,69,19,13,6,0.1884058,0.2753623,0.08695652
2007.0,SS,67,67,8,17,-9,0.25373134,0.11940298,-0.13432837
2008.0,SS,69,69,17,16,1,0.23188406,0.24637681,0.014492754
2009.0,SS,62,62,12,22,-10,0.3548387,0.19354838,-0.16129032
2010.0,SS,57,57,9,17,-8,0.2982456,0.15789473,-0.14035088
2011.0,SS,58,58,15,13,2,0.22413793,0.25862068,0.03448276
2012.0,SS,54,54,11,13,-2,0.24074075,0.2037037,-0.037037037
2013.0,SS,51,51,11,18,-7,0.3529412,0.21568628,-0.13725491
2014.0,SS,48,48,10,14,-4,0.29166666,0.20833333,-0.083333336
2015.0,SS,56,56,13,13,0,0.23214285,0.23214285,0.0
2016.0,SS,66,66,17,10,7,0.15151516,0.25757575,0.10606061
2017.0,SS,68,68,15,12,3,0.1764706,0.22058824,0.04411765
2018.0,SS,62,62,15,22,-7,0.3548387,0.24193548,-0.11290322
2019.0,SS,57,57,10,20,-10,0.3508772,0.1754386,-0.1754386
2020.0,SS,60,60,14,9,5,0.15,0.23333333,0.083333336
2021.0,SS,54,54,7,8,-1,0.14814815,0.12962963,-0.018518519
2022.0,SS,0,0,9,5,4,,,
1996.0,ST,15,15,0,0,0,0.0,0.0,0.0
1997.0,ST,19,19,0,4,-4,0.21052632,0.0,-0.21052632
1998.0,ST,27,27,2,0,2,0.0,0.074074075,0.074074075
1999.0,ST,41,41,5,4,1,0.09756097,0.12195122,0.024390243
2000.0,ST,58,58,10,1,9,0.01724138,0.1724138,0.15517241
2001.0,ST,61,61,6,8,-2,0.13114753,0.09836066,-0.032786883
2002.0,ST,78,78,7,13,-6,0.16666667,0.08974359,-0.07692308
2003.0,ST,107,107,16,7,9,0.06542056,0.1495327,0.08411215
2004.0,ST,129,129,27,13,14,0.1007752,0.20930232,0.10852713
2005.0,ST,143,143,15,17,-2,0.11888112,0.10489511,-0.013986014
2006.0,ST,154,154,26,33,-7,0.21428572,0.16883117,-0.045454547
2007.0,ST,157,157,16,24,-8,0.15286624,0.10191083,-0.050955415
2008.0,ST,173,173,33,28,5,0.1618497,0.19075145,0.028901733
2009.0,ST,173,173,27,40,-13,0.23121387,0.15606937,-0.07514451
2010.0,ST,181,181,32,36,-4,0.19889502,0.17679559,-0.022099448
2011.0,ST,176,176,29,39,-10,0.2215909,0.16477273,-0.056818184
2012.0,ST,155,155,27,49,-22,0.31612903,0.17419355,-0.14193548
2013.0,ST,158,158,30,38,-8,0.24050634,0.18987341,-0.050632913
2014.0,ST,148,148,27,43,-16,0.29054055,0.18243243,-0.10810811
2015.0,ST,132,132,29,52,-23,0.3939394,0.21969697,-0.17424242
2016.0,ST,115,115,26,47,-21,0.40869564,0.22608696,-0.1826087
2017.0,ST,107,107,18,33,-15,0.3084112,0.1682243,-0.14018692
2018.0,ST,109,109,31,39,-8,0.35779816,0.28440368,-0.07339449
2019.0,ST,106,106,25,36,-11,0.33962265,0.23584905,-0.10377359
2020.0,ST,96,96,24,37,-13,0.38541666,0.25,-0.13541667
2021.0,ST,87,87,25,23,2,0.26436782,0.28735632,0.022988506
2022.0,ST,0,0,14,10,4,,,
1996.0,SV,39,39,0,0,0,0.0,0.0,0.0
1997.0,SV,48,48,0,1,-1,0.020833334,0.0,-0.020833334
1998.0,SV,62,62,1,2,-1,0.032258064,0.016129032,-0.016129032
1999.0,SV,82,82,6,0,6,0.0,0.07317073,0.07317073
2000.0,SV,98,98,9,4,5,0.040816326,0.091836736,0.05102041
2001.0,SV,106,106,3,9,-6,0.08490566,0.028301887,-0.056603774
2002.0,SV,109,109,4,10,-6,0.09174312,0.036697246,-0.055045873
2003.0,SV,110,110,10,11,-1,0.1,0.09090909,-0.009090909
2004.0,SV,114,114,8,17,-9,0.1491228,0.07017544,-0.078947365
2005.0,SV,122,122,5,7,-2,0.057377048,0.040983606,-0.016393442
2006.0,SV,127,127,10,6,4,0.047244094,0.07874016,0.031496063
2007.0,SV,138,138,8,14,-6,0.10144927,0.057971016,-0.04347826
2008.0,SV,139,139,10,16,-6,0.11510792,0.07194245,-0.043165468
2009.0,SV,133,133,8,11,-3,0.082706764,0.060150377,-0.02255639
2010.0,SV,150,150,14,14,0,0.093333334,0.093333334,0.0
2011.0,SV,159,159,15,18,-3,0.11320755,0.094339624,-0.018867925
2012.0,SV,173,173,17,16,1,0.09248555,0.098265894,0.0057803467
2013.0,SV,200,200,28,24,4,0.12,0.14,0.02
2014.0,SV,230,230,26,17,9,0.073913045,0.11304348,0.039130434
2015.0,SV,298,298,46,33,13,0.110738255,0.15436241,0.043624163
2016.0,SV,313,313,43,29,14,0.092651755,0.1373802,0.044728436
2017.0,SV,346,346,52,30,22,0.0867052,0.15028901,0.06358381
2018.0,SV,325,325,27,61,-34,0.18769231,0.083076924,-0.10461538
2019.0,SV,303,303,29,47,-18,0.15511551,0.09570957,-0.05940594
2020.0,SV,242,242,28,35,-7,0.1446281,0.11570248,-0.02892562
2021.0,SV,200,200,22,26,-4,0.13,0.11,-0.02
2005.0,SX,9,9,0,1,-1,0.11111111,0.0,-0.11111111
2006.0,SX,10,10,2,1,1,0.1,0.2,0.1
2007.0,SX,7,7,1,4,-3,0.5714286,0.14285715,-0.42857143
2011.0,SX,1,1,0,0,0,0.0,0.0,0.0
2014.0,SX,4,4,1,1,0,0.25,0.25,0.0
2018.0,SX,14,14,2,1,1,0.071428575,0.14285715,0.071428575
2019.0,SX,23,23,5,0,5,0.0,0.2173913,0.2173913
2020.0,SX,22,22,0,2,-2,0.09090909,0.0,-0.09090909
2021.0,SX,17,17,0,4,-4,0.23529412,0.0,-0.23529412
1996.0,SY,154,154,0,0,0,0.0,0.0,0.0
1997.0,SY,191,191,5,9,-4,0.04712042,0.02617801,-0.020942409
1998.0,SY,242,242,15,9,6,0.037190083,0.06198347,0.024793388
1999.0,SY,268,268,14,11,3,0.041044775,0.052238807,0.01119403
2000.0,SY,286,286,9,8,1,0.027972028,0.031468533,0.0034965035
2001.0,SY,315,315,20,16,4,0.05079365,0.06349207,0.012698413
2002.0,SY,340,340,9,21,-12,0.061764706,0.026470589,-0.03529412
2003.0,SY,378,378,20,18,2,0.04761905,0.052910052,0.005291005
2004.0,SY,435,435,26,14,12,0.032183908,0.059770115,0.027586207
2005.0,SY,480,480,30,31,-1,0.06458333,0.0625,-0.0020833334
2006.0,SY,521,521,32,35,-3,0.0671785,0.061420344,-0.0057581575
2007.0,SY,573,573,45,30,15,0.05235602,0.07853403,0.02617801
2008.0,SY,652,652,48,41,7,0.06288344,0.073619634,0.010736196
2009.0,SY,763,763,84,59,25,0.07732634,0.110091746,0.0327654
2010.0,SY,877,877,79,57,22,0.0649943,0.090079814,0.025085518
2011.0,SY,989,989,95,74,21,0.07482305,0.096056625,0.02123357
2012.0,SY,1106,1106,110,76,34,0.068716094,0.0994575,0.03074141
2013.0,SY,1157,1157,89,93,-4,0.08038029,0.07692308,-0.003457217
2014.0,SY,1216,1216,82,85,-3,0.06990132,0.067434214,-0.0024671052
2015.0,SY,1212,1212,71,74,-3,0.061056107,0.058580857,-0.0024752475
2016.0,SY,1240,1240,62,86,-24,0.06935484,0.05,-0.019354839
2017.0,SY,1294,1294,56,108,-52,0.083462134,0.04327666,-0.04018547
2018.0,SY,1348,1348,72,112,-40,0.08308605,0.053412464,-0.029673591
2019.0,SY,1439,1439,113,107,6,0.07435719,0.07852676,0.0041695624
2020.0,SY,1422,1422,97,101,-4,0.07102672,0.06821378,-0.0028129395
2021.0,SY,1334,1334,83,70,13,0.052473765,0.06221889,0.0097451275
2022.0,SY,0,0,59,69,-10,,,
1996.0,SZ,15,15,0,0,0,0.0,0.0,0.0
1997.0,SZ,21,21,2,1,1,0.04761905,0.0952381,0.04761905
1998.0,SZ,28,28,0,0,0,0.0,0.0,0.0
1999.0,SZ,32,32,3,0,3,0.0,0.09375,0.09375
2000.0,SZ,36,36,1,1,0,0.027777778,0.027777778,0.0
2001.0,SZ,38,38,2,2,0,0.05263158,0.05263158,0.0
2002.0,SZ,41,41,3,4,-1,0.09756097,0.07317073,-0.024390243
2003.0,SZ,39,39,2,0,2,0.0,0.051282052,0.051282052
2004.0,SZ,42,42,2,2,0,0.04761905,0.04761905,0.0
2005.0,SZ,40,40,1,2,-1,0.05,0.025,-0.025
2006.0,SZ,49,49,4,3,1,0.06122449,0.08163265,0.020408163
2007.0,SZ,49,49,2,2,0,0.040816326,0.040816326,0.0
2008.0,SZ,52,52,5,3,2,0.057692308,0.09615385,0.03846154
2009.0,SZ,65,65,7,2,5,0.03076923,0.10769231,0.07692308
2010.0,SZ,62,62,0,5,-5,0.08064516,0.0,-0.08064516
2011.0,SZ,71,71,4,3,1,0.04225352,0.056338027,0.014084507
2012.0,SZ,72,72,4,8,-4,0.11111111,0.055555556,-0.055555556
2013.0,SZ,70,70,5,5,0,0.071428575,0.071428575,0.0
2014.0,SZ,79,79,7,3,4,0.03797468,0.088607594,0.050632913
2015.0,SZ,85,85,5,10,-5,0.11764706,0.05882353,-0.05882353
2016.0,SZ,98,98,7,4,3,0.040816326,0.071428575,0.030612245
2017.0,SZ,119,119,14,3,11,0.025210084,0.11764706,0.09243698
2018.0,SZ,144,144,17,8,9,0.055555556,0.11805555,0.0625
2019.0,SZ,153,153,23,14,9,0.09150327,0.1503268,0.05882353
2020.0,SZ,165,165,21,8,13,0.048484847,0.12727273,0.07878788
2021.0,SZ,151,151,6,14,-8,0.09271523,0.0397351,-0.052980132
1996.0,TD,2,2,0,0,0,0.0,0.0,0.0
1998.0,TD,4,4,0,0,0,0.0,0.0,0.0
2000.0,TD,11,11,2,0,2,0.0,0.18181819,0.18181819
2001.0,TD,16,16,1,1,0,0.0625,0.0625,0.0
2002.0,TD,19,19,1,1,0,0.05263158,0.05263158,0.0
2003.0,TD,18,18,0,1,-1,0.055555556,0.0,-0.055555556
2004.0,TD,25,25,2,1,1,0.04,0.08,0.04
2005.0,TD,27,27,2,1,1,0.037037037,0.074074075,0.037037037
2006.0,TD,22,22,0,2,-2,0.09090909,0.0,-0.09090909
2007.0,TD,25,25,1,1,0,0.04,0.04,0.0
2008.0,TD,25,25,0,0,0,0.0,0.0,0.0
2009.0,TD,20,20,1,0,1,0.0,0.05,0.05
2010.0,TD,19,19,0,1,-1,0.05263158,0.0,-0.05263158
2011.0,TD,25,25,2,1,1,0.04,0.08,0.04
2012.0,TD,28,28,0,1,-1,0.035714287,0.0,-0.035714287
2013.0,TD,36,36,2,3,-1,0.083333336,0.055555556,-0.027777778
2014.0,TD,43,43,3,3,0,0.069767445,0.069767445,0.0
2015.0,TD,54,54,7,0,7,0.0,0.12962963,0.12962963
2016.0,TD,55,55,6,3,3,0.054545455,0.10909091,0.054545455
2017.0,TD,57,57,9,4,5,0.07017544,0.15789473,0.0877193
2019.0,TD,63,63,9,2,7,0.031746034,0.14285715,0.11111111
2020.0,TD,57,57,3,1,2,0.01754386,0.05263158,0.03508772
2021.0,TD,54,54,5,2,3,0.037037037,0.09259259,0.055555556
1996.0,TG,35,35,0,0,0,0.0,0.0,0.0
1997.0,TG,49,49,1,0,1,0.0,0.020408163,0.020408163
1998.0,TG,57,57,2,1,1,0.01754386,0.03508772,0.01754386
1999.0,TG,68,68,0,1,-1,0.014705882,0.0,-0.014705882
2000.0,TG,84,84,3,1,2,0.011904762,0.035714287,0.023809524
2001.0,TG,92,92,3,0,3,0.0,0.032608695,0.032608695
2002.0,TG,101,101,2,1,1,0.00990099,0.01980198,0.00990099
2003.0,TG,104,104,1,4,-3,0.03846154,0.009615385,-0.028846154
2004.0,TG,126,126,4,3,1,0.023809524,0.031746034,0.007936508
2005.0,TG,142,142,2,3,-1,0.02112676,0.014084507,-0.0070422534
2006.0,TG,179,179,8,4,4,0.022346368,0.044692736,0.022346368
2007.0,TG,210,210,7,3,4,0.014285714,0.033333335,0.01904762
2008.0,TG,239,239,7,1,6,0.0041841003,0.029288704,0.025104603
2009.0,TG,264,264,7,4,3,0.015151516,0.026515152,0.011363637
2010.0,TG,302,302,6,8,-2,0.026490066,0.01986755,-0.0066225166
2011.0,TG,354,354,7,8,-1,0.02259887,0.01977401,-0.0028248588
2012.0,TG,439,439,10,7,3,0.01594533,0.022779044,0.006833713
2013.0,TG,517,517,11,12,-1,0.023210831,0.021276595,-0.001934236
2014.0,TG,605,605,18,12,6,0.01983471,0.029752066,0.009917355
2015.0,TG,647,647,22,20,2,0.030911902,0.03400309,0.00309119
2016.0,TG,703,703,31,19,12,0.027027028,0.044096727,0.017069701
2017.0,TG,730,730,22,20,2,0.02739726,0.030136986,0.002739726
2018.0,TG,761,761,27,15,12,0.019710906,0.03547963,0.015768725
2019.0,TG,773,773,22,21,1,0.027166883,0.028460544,0.0012936611
2020.0,TG,744,744,28,19,9,0.025537634,0.03763441,0.012096774
2021.0,TG,685,685,16,11,5,0.016058395,0.023357663,0.00729927
2022.0,TG,0,0,10,9,1,,,
1996.0,TH,2319,2319,0,0,0,0.0,0.0,0.0
1997.0,TH,2951,2951,64,32,32,0.010843782,0.021687564,0.010843782
1998.0,TH,3731,3731,113,67,46,0.017957652,0.030286787,0.012329134
1999.0,TH,4267,4267,119,77,42,0.018045465,0.027888447,0.009842981
2000.0,TH,4929,4929,135,74,61,0.015013187,0.027388923,0.012375736
2001.0,TH,5763,5763,167,123,44,0.02134305,0.028977962,0.007634912
2002.0,TH,6631,6631,218,137,81,0.020660535,0.032875884,0.012215352
2003.0,TH,7708,7708,270,166,104,0.021536067,0.035028543,0.013492475
2004.0,TH,9241,9241,331,180,151,0.019478412,0.035818633,0.016340222
2005.0,TH,10537,10537,340,196,144,0.01860112,0.03226725,0.013666129
2006.0,TH,12231,12231,392,218,174,0.017823564,0.032049708,0.014226147
2007.0,TH,14060,14060,425,262,163,0.018634424,0.030227596,0.011593172
2008.0,TH,15966,15966,435,267,168,0.016723037,0.027245397,0.01052236
2009.0,TH,17820,17820,447,304,143,0.017059484,0.025084175,0.008024692
2010.0,TH,20129,20129,477,368,109,0.01828208,0.023697153,0.0054150727
2011.0,TH,22260,22260,577,386,191,0.01734052,0.025920935,0.008580414
2012.0,TH,24349,24349,606,398,208,0.01634564,0.024888085,0.0085424455
2013.0,TH,26316,26316,661,440,221,0.016719867,0.0251178,0.008397933
2014.0,TH,28173,28173,690,442,248,0.01568878,0.024491534,0.008802755
2015.0,TH,30209,30209,763,451,312,0.014929325,0.025257373,0.010328048
2016.0,TH,32051,32051,788,528,260,0.016473744,0.024585817,0.008112071
2017.0,TH,33740,33740,739,517,222,0.015323059,0.021902787,0.0065797274
2018.0,TH,35388,35388,832,610,222,0.01723748,0.023510795,0.006273313
2019.0,TH,36273,36273,792,632,160,0.017423429,0.021834422,0.0044109942
2020.0,TH,35209,35209,807,623,184,0.01769434,0.022920277,0.0052259364
2021.0,TH,32828,32828,595,447,148,0.013616425,0.018124772,0.0045083463
2022.0,TH,0,0,423,274,149,,,
1996.0,TJ,23,23,0,0,0,0.0,0.0,0.0
1997.0,TJ,28,28,2,0,2,0.0,0.071428575,0.071428575
1998.0,TJ,48,48,4,1,3,0.020833334,0.083333336,0.0625
1999.0,TJ,54,54,2,1,1,0.018518519,0.037037037,0.018518519
2000.0,TJ,71,71,3,2,1,0.028169014,0.04225352,0.014084507
