year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate
2018.0,CU,5717,5717,447,641,-194,0.11212174,0.07818786,-0.03393388
2019.0,CU,5609,5609,458,663,-205,0.11820289,0.08165448,-0.036548406
2020.0,CU,5163,5163,404,500,-96,0.09684292,0.07824908,-0.01859384
2021.0,CU,4491,4491,300,360,-60,0.08016032,0.06680027,-0.013360053
2022.0,CU,0,0,110,171,-61,,,
1996.0,CV,1,1,0,0,0,0.0,0.0,0.0
1999.0,CV,2,2,1,1,0,0.5,0.5,0.0
2006.0,CV,4,4,0,0,0,0.0,0.0,0.0
2007.0,CV,6,6,2,0,2,0.0,0.33333334,0.33333334
2011.0,CV,22,22,3,1,2,0.045454547,0.13636364,0.09090909
2012.0,CV,27,27,2,2,0,0.074074075,0.074074075,0.0
2013.0,CV,33,33,4,3,1,0.09090909,0.121212125,0.030303031
2014.0,CV,40,40,4,2,2,0.05,0.1,0.05
2015.0,CV,44,44,5,2,3,0.045454547,0.11363637,0.06818182
2016.0,CV,36,36,3,6,-3,0.16666667,0.083333336,-0.083333336
2017.0,CV,32,32,3,8,-5,0.25,0.09375,-0.15625
2018.0,CV,40,40,4,7,-3,0.175,0.1,-0.075
2019.0,CV,49,49,10,1,9,0.020408163,0.20408164,0.18367347
2020.0,CV,47,47,6,6,0,0.12765957,0.12765957,0.0
2021.0,CV,44,44,4,3,1,0.06818182,0.09090909,0.022727273
1996.0,CW,52,52,0,0,0,0.0,0.0,0.0
1997.0,CW,68,68,5,0,5,0.0,0.073529415,0.073529415
1998.0,CW,75,75,6,5,1,0.06666667,0.08,0.013333334
1999.0,CW,75,75,5,7,-2,0.093333334,0.06666667,-0.026666667
2000.0,CW,83,83,9,5,4,0.060240965,0.10843374,0.04819277
2001.0,CW,93,93,8,5,3,0.05376344,0.086021505,0.032258064
2002.0,CW,101,101,7,9,-2,0.089108914,0.06930693,-0.01980198
2003.0,CW,125,125,20,7,13,0.056,0.16,0.104
2004.0,CW,141,141,17,10,7,0.07092199,0.120567374,0.04964539
2005.0,CW,142,142,8,19,-11,0.13380282,0.056338027,-0.07746479
2006.0,CW,162,162,14,10,4,0.061728396,0.086419754,0.024691358
2007.0,CW,175,175,14,18,-4,0.10285714,0.08,-0.022857143
2008.0,CW,162,162,7,20,-13,0.12345679,0.043209877,-0.08024691
2009.0,CW,171,171,27,27,0,0.15789473,0.15789473,0.0
2010.0,CW,176,176,23,21,2,0.11931818,0.13068181,0.011363637
2011.0,CW,199,199,38,28,10,0.14070351,0.19095477,0.050251257
2012.0,CW,205,205,22,14,8,0.068292685,0.107317075,0.03902439
2013.0,CW,215,215,25,27,-2,0.1255814,0.11627907,-0.009302326
2014.0,CW,212,212,22,30,-8,0.14150943,0.10377359,-0.03773585
2015.0,CW,196,196,21,39,-18,0.19897959,0.10714286,-0.091836736
2016.0,CW,157,157,12,44,-32,0.28025478,0.07643312,-0.20382166
2017.0,CW,137,137,16,26,-10,0.18978103,0.11678832,-0.0729927
2018.0,CW,105,105,18,38,-20,0.36190477,0.17142858,-0.1904762
2019.0,CW,95,95,16,24,-8,0.25263157,0.16842106,-0.08421053
2020.0,CW,91,91,20,21,-1,0.23076923,0.21978022,-0.010989011
2021.0,CW,82,82,8,11,-3,0.13414635,0.09756097,-0.036585364
1996.0,CY,216,216,0,0,0,0.0,0.0,0.0
1997.0,CY,275,275,9,5,4,0.018181818,0.03272727,0.014545455
1998.0,CY,349,349,16,10,6,0.028653296,0.045845274,0.017191976
1999.0,CY,398,398,24,10,14,0.025125628,0.06030151,0.03517588
2000.0,CY,458,458,28,14,14,0.030567685,0.06113537,0.030567685
2001.0,CY,494,494,19,21,-2,0.042510122,0.03846154,-0.004048583
2002.0,CY,538,538,29,28,1,0.05204461,0.053903345,0.001858736
2003.0,CY,594,594,33,26,7,0.043771043,0.055555556,0.011784512
2004.0,CY,681,681,55,27,28,0.039647575,0.080763586,0.041116007
2005.0,CY,822,822,62,20,42,0.024330901,0.07542579,0.05109489
2006.0,CY,961,961,68,48,20,0.04994797,0.070759624,0.020811655
2007.0,CY,1152,1152,97,47,50,0.040798612,0.08420139,0.043402776
2008.0,CY,1270,1270,88,47,41,0.037007876,0.06929134,0.032283466
2009.0,CY,1460,1460,129,55,74,0.037671234,0.08835617,0.050684933
2010.0,CY,1698,1698,140,65,75,0.03828033,0.08244994,0.044169612
2011.0,CY,1957,1957,163,89,74,0.04547777,0.08329075,0.037812978
2012.0,CY,2147,2147,195,108,87,0.050302748,0.0908244,0.04052166
2013.0,CY,2413,2413,204,118,86,0.04890178,0.084542066,0.03564028
2014.0,CY,2712,2712,225,160,65,0.05899705,0.0829646,0.023967551
2015.0,CY,2969,2969,223,144,79,0.04850118,0.07510947,0.026608286
2016.0,CY,3239,3239,264,165,99,0.05094165,0.08150664,0.03056499
2017.0,CY,3464,3464,291,194,97,0.056004617,0.08400693,0.028002309
2018.0,CY,3742,3742,319,214,105,0.057188667,0.08524853,0.02805986
2019.0,CY,3887,3887,342,296,46,0.076151274,0.08798559,0.01183432
2020.0,CY,3857,3857,351,231,120,0.05989111,0.09100337,0.031112263
2021.0,CY,3623,3623,216,209,7,0.057687,0.0596191,0.0019321005
2022.0,CY,0,0,151,159,-8,,,
1996.0,CZ,6145,6145,0,0,0,0.0,0.0,0.0
1997.0,CZ,7367,7367,162,141,21,0.019139405,0.021989955,0.0028505498
1998.0,CZ,8716,8716,241,228,13,0.02615879,0.027650299,0.0014915098
1999.0,CZ,9427,9427,250,238,12,0.025246631,0.026519572,0.0012729394
2000.0,CZ,10078,10078,261,260,1,0.02579877,0.025897997,9.922604e-05
2001.0,CZ,10937,10937,286,324,-38,0.02962421,0.026149767,-0.0034744446
2002.0,CZ,12173,12173,339,389,-50,0.03195597,0.027848518,-0.004107451
2003.0,CZ,13270,13270,399,372,27,0.028033158,0.030067822,0.0020346646
2004.0,CZ,14675,14675,454,435,19,0.029642249,0.030936968,0.0012947189
2005.0,CZ,16188,16188,501,518,-17,0.03199901,0.030948851,-0.0010501606
2006.0,CZ,17647,17647,553,575,-22,0.03258344,0.03133677,-0.0012466708
2007.0,CZ,19070,19070,584,604,-20,0.031672783,0.030624017,-0.0010487677
2008.0,CZ,20828,20828,768,658,110,0.031592086,0.03687344,0.005281352
2009.0,CZ,22353,22353,753,712,41,0.031852547,0.033686753,0.0018342057
2010.0,CZ,24038,24038,724,713,11,0.029661369,0.030118978,0.00045760878
2011.0,CZ,25993,25993,848,749,99,0.02881545,0.032624166,0.0038087177
2012.0,CZ,27992,27992,838,807,31,0.028829666,0.029937126,0.0011074593
2013.0,CZ,29583,29583,967,823,144,0.027820032,0.032687694,0.0048676603
2014.0,CZ,31556,31556,1088,865,223,0.027411586,0.03447839,0.0070668017
2015.0,CZ,32898,32898,1105,974,131,0.029606663,0.033588666,0.003982005
2016.0,CZ,33837,33837,1167,1066,101,0.031503975,0.03448887,0.0029848982
2017.0,CZ,34551,34551,1176,1149,27,0.03325519,0.03403664,0.0007814535
2018.0,CZ,34941,34941,1247,1147,100,0.032826766,0.03568873,0.0028619673
2019.0,CZ,34773,34773,1380,1211,169,0.03482587,0.039685965,0.0048600924
2020.0,CZ,33336,33336,1277,1182,95,0.035457164,0.038306937,0.002849772
2021.0,CZ,30828,30828,1020,946,74,0.03068639,0.033086803,0.0024004153
2022.0,CZ,0,0,716,602,114,,,
1996.0,DE,99679,99679,0,0,0,0.0,0.0,0.0
1997.0,DE,117291,117291,2925,2891,34,0.024648098,0.024937974,0.00028987732
1998.0,DE,133861,133861,3762,3849,-87,0.028753707,0.02810378,-0.0006499279
1999.0,DE,141206,141206,3927,4252,-325,0.030112036,0.027810434,-0.002301602
2000.0,DE,147652,147652,4398,4658,-260,0.03154715,0.029786253,-0.0017608972
2001.0,DE,153124,153124,4758,4993,-235,0.03260756,0.031072857,-0.0015347039
2002.0,DE,159350,159350,5149,5240,-91,0.03288359,0.03231252,-0.00057106995
2003.0,DE,165899,165899,5448,5748,-300,0.034647588,0.032839257,-0.0018083291
2004.0,DE,173828,173828,5820,6322,-502,0.036369283,0.03348137,-0.002887912
2005.0,DE,181817,181817,6016,6601,-585,0.036305737,0.033088215,-0.003217521
2006.0,DE,190746,190746,6249,7361,-1112,0.038590588,0.032760844,-0.005829742
2007.0,DE,201401,201401,6836,7997,-1161,0.039706852,0.033942234,-0.005764619
2008.0,DE,214279,214279,7704,8158,-454,0.03807186,0.035953127,-0.002118733
2009.0,DE,224871,224871,8297,8608,-311,0.038279723,0.03689671,-0.0013830152
2010.0,DE,236854,236854,8768,8910,-142,0.03761811,0.037018586,-0.00059952546
2011.0,DE,247843,247843,8929,9718,-789,0.03921031,0.03602684,-0.0031834668
2012.0,DE,258212,258212,9405,9898,-493,0.038332842,0.03642356,-0.0019092838
2013.0,DE,265950,265950,9797,10330,-533,0.03884189,0.036837753,-0.002004136
2014.0,DE,276584,276584,10456,10721,-265,0.038762186,0.037804067,-0.0009581176
2015.0,DE,286048,286048,10637,10640,-3,0.037196554,0.037186068,-1.048775e-05
2016.0,DE,292827,292827,10925,11143,-218,0.038053185,0.03730872,-0.00074446684
2017.0,DE,298460,298460,11386,11358,28,0.03805535,0.038149167,9.381492e-05
2018.0,DE,302825,302825,11859,11799,60,0.038963098,0.03916123,0.00019813424
2019.0,DE,301826,301826,12297,12210,87,0.040453773,0.040742017,0.00028824556
2020.0,DE,286543,286543,11320,11289,31,0.03939723,0.039505415,0.00010818621
2021.0,DE,264095,264095,8901,8518,383,0.032253545,0.03370378,0.0014502357
2022.0,DE,0,0,6009,6011,-2,,,
2023.0,DE,0,0,403,412,-9,,,
1997.0,DJ,1,1,0,0,0,0.0,0.0,0.0
2003.0,DJ,4,4,0,0,0,0.0,0.0,0.0
2007.0,DJ,2,2,0,0,0,0.0,0.0,0.0
2008.0,DJ,4,4,1,0,1,0.0,0.25,0.25
2010.0,DJ,11,11,3,0,3,0.0,0.27272728,0.27272728
2011.0,DJ,8,8,0,3,-3,0.375,0.0,-0.375
2012.0,DJ,9,9,2,0,2,0.0,0.22222222,0.22222222
2015.0,DJ,14,14,4,2,2,0.14285715,0.2857143,0.14285715
2017.0,DJ,16,16,1,1,0,0.0625,0.0625,0.0
2018.0,DJ,18,18,3,1,2,0.055555556,0.16666667,0.11111111
2020.0,DJ,19,19,3,4,-1,0.21052632,0.15789473,-0.05263158
2021.0,DJ,17,17,1,2,-1,0.11764706,0.05882353,-0.05882353
1996.0,DK,9473,9473,0,0,0,0.0,0.0,0.0
1997.0,DK,10904,10904,382,359,23,0.0329237,0.035033014,0.0021093176
1998.0,DK,12296,12296,482,466,16,0.037898503,0.03919974,0.0013012362
1999.0,DK,12777,12777,494,487,7,0.038115364,0.038663223,0.0005478594
2000.0,DK,13337,13337,530,530,0,0.039739072,0.039739072,0.0
2001.0,DK,13932,13932,580,560,20,0.040195234,0.04163078,0.0014355441
2002.0,DK,14655,14655,600,617,-17,0.04210167,0.04094166,-0.0011600136
2003.0,DK,15450,15450,641,636,5,0.04116505,0.041488674,0.00032362458
2004.0,DK,16239,16239,685,718,-33,0.044214547,0.0421824,-0.002032145
2005.0,DK,17315,17315,729,694,35,0.040080857,0.042102225,0.0020213688
2006.0,DK,18873,18873,909,749,160,0.039686326,0.048164044,0.0084777195
2007.0,DK,21594,21594,1224,755,469,0.034963414,0.05668241,0.021718996
2008.0,DK,23322,23322,1208,808,400,0.0346454,0.051796585,0.017151188
2009.0,DK,25096,25096,1263,870,393,0.03466688,0.050326746,0.015659867
2010.0,DK,26810,26810,1209,1003,206,0.037411414,0.045095112,0.0076837
2011.0,DK,28587,28587,1265,1068,197,0.03735964,0.044250883,0.006891244
2012.0,DK,29315,29315,1262,1134,128,0.03868327,0.043049634,0.0043663653
2013.0,DK,31361,31361,1511,1187,324,0.037849557,0.048180863,0.010331303
2014.0,DK,33208,33208,1577,1310,267,0.039448325,0.047488555,0.008040232
2015.0,DK,34889,34889,1625,1421,204,0.04072917,0.046576284,0.005847115
2016.0,DK,36165,36165,1764,1543,221,0.04266556,0.04877644,0.0061108805
2017.0,DK,36975,36975,1720,1692,28,0.04576065,0.046517916,0.0007572684
2018.0,DK,37633,37633,1936,1764,172,0.046873756,0.05144421,0.0045704567
2019.0,DK,37878,37878,1973,1783,190,0.04707218,0.052088283,0.0050161043
2020.0,DK,36611,36611,1996,1725,271,0.047116987,0.05451913,0.0074021467
2021.0,DK,34471,34471,1638,1370,268,0.039743554,0.047518205,0.007774651
2022.0,DK,0,0,1141,932,209,,,
2023.0,DK,0,0,105,77,28,,,
1996.0,DO,57,57,0,0,0,0.0,0.0,0.0
1997.0,DO,70,70,2,2,0,0.028571429,0.028571429,0.0
1998.0,DO,76,76,1,3,-2,0.039473683,0.013157895,-0.02631579
1999.0,DO,84,84,1,3,-2,0.035714287,0.011904762,-0.023809524
2000.0,DO,81,81,3,4,-1,0.049382716,0.037037037,-0.012345679
2001.0,DO,79,79,7,4,3,0.050632913,0.088607594,0.03797468
2002.0,DO,83,83,11,4,7,0.04819277,0.13253012,0.084337346
2003.0,DO,82,82,1,7,-6,0.085365854,0.0121951215,-0.07317073
2004.0,DO,77,77,4,12,-8,0.15584415,0.051948052,-0.103896104
2005.0,DO,83,83,8,6,2,0.072289154,0.09638554,0.024096385
2006.0,DO,85,85,3,12,-9,0.14117648,0.03529412,-0.105882354
2007.0,DO,93,93,8,3,5,0.032258064,0.086021505,0.05376344
2008.0,DO,105,105,7,6,1,0.057142857,0.06666667,0.00952381
2009.0,DO,113,113,8,19,-11,0.16814159,0.07079646,-0.097345136
2010.0,DO,123,123,13,8,5,0.06504065,0.10569106,0.040650405
2011.0,DO,147,147,19,15,4,0.10204082,0.1292517,0.027210884
2012.0,DO,185,185,35,24,11,0.12972973,0.1891892,0.05945946
2013.0,DO,215,215,28,19,9,0.0883721,0.13023256,0.041860465
2014.0,DO,243,243,32,29,3,0.11934157,0.13168724,0.012345679
2015.0,DO,262,262,40,37,3,0.14122137,0.15267175,0.011450382
2016.0,DO,282,282,25,38,-13,0.13475177,0.088652484,-0.04609929
2017.0,DO,367,367,59,30,29,0.081743866,0.16076294,0.07901908
2018.0,DO,438,438,78,43,35,0.098173514,0.1780822,0.07990868
2019.0,DO,479,479,77,33,44,0.06889353,0.16075157,0.09185804
2020.0,DO,469,469,73,61,12,0.13006397,0.15565032,0.025586354
2021.0,DO,460,460,46,29,17,0.063043475,0.1,0.036956523
1996.0,DZ,485,485,0,0,0,0.0,0.0,0.0
1997.0,DZ,678,678,13,12,1,0.017699115,0.019174041,0.0014749262
1998.0,DZ,868,868,28,22,6,0.025345622,0.032258064,0.0069124424
1999.0,DZ,998,998,29,25,4,0.0250501,0.029058116,0.004008016
2000.0,DZ,1212,1212,38,23,15,0.018976897,0.031353135,0.012376238
2001.0,DZ,1406,1406,37,36,1,0.025604552,0.02631579,0.00071123755
2002.0,DZ,1697,1697,46,42,4,0.024749558,0.02710666,0.0023571008
2003.0,DZ,2058,2058,56,48,8,0.023323616,0.027210884,0.0038872692
2004.0,DZ,2460,2460,59,65,-6,0.026422765,0.02398374,-0.0024390244
2005.0,DZ,2953,2953,77,82,-5,0.027768372,0.026075177,-0.0016931933
2006.0,DZ,3581,3581,101,82,19,0.022898631,0.028204411,0.0053057806
2007.0,DZ,4256,4256,98,110,-12,0.025845865,0.023026315,-0.0028195488
2008.0,DZ,4852,4852,148,107,41,0.022052761,0.030502886,0.0084501235
2009.0,DZ,5585,5585,170,131,39,0.023455685,0.030438675,0.00698299
2010.0,DZ,6528,6528,193,160,33,0.024509804,0.02956495,0.005055147
2011.0,DZ,7837,7837,248,158,90,0.020160776,0.03164476,0.011483986
2012.0,DZ,9223,9223,296,172,124,0.01864903,0.032093678,0.013444649
2013.0,DZ,10548,10548,292,177,115,0.016780432,0.027682973,0.010902541
2014.0,DZ,12013,12013,385,239,146,0.019895114,0.032048613,0.012153501
2015.0,DZ,13352,13352,397,296,101,0.022168964,0.029733373,0.0075644096
2016.0,DZ,14420,14420,448,304,144,0.021081831,0.031067962,0.0099861305
2017.0,DZ,15277,15277,485,332,153,0.021732016,0.03174707,0.010015056
2018.0,DZ,16100,16100,551,424,127,0.026335403,0.0342236,0.007888199
2019.0,DZ,16407,16407,609,487,122,0.029682452,0.037118305,0.0074358503
2020.0,DZ,15723,15723,465,455,10,0.028938498,0.029574508,0.00063601095
2021.0,DZ,14322,14322,281,348,-67,0.024298282,0.019620165,-0.0046781176
2022.0,DZ,0,0,202,184,18,,,
1996.0,EC,148,148,0,0,0,0.0,0.0,0.0
1997.0,EC,196,196,7,4,3,0.020408163,0.035714287,0.015306123
1998.0,EC,276,276,14,9,5,0.032608695,0.050724637,0.018115941
1999.0,EC,309,309,15,22,-7,0.07119741,0.048543688,-0.022653721
2000.0,EC,391,391,24,16,8,0.040920716,0.061381076,0.020460358
2001.0,EC,478,478,22,25,-3,0.052301254,0.046025105,-0.0062761507
2002.0,EC,516,516,31,29,2,0.05620155,0.06007752,0.003875969
2003.0,EC,560,560,38,46,-8,0.08214286,0.067857146,-0.014285714
2004.0,EC,631,631,35,50,-15,0.0792393,0.055467512,-0.02377179
2005.0,EC,701,701,49,55,-6,0.078459345,0.06990014,-0.008559201
2006.0,EC,822,822,78,53,25,0.064476885,0.09489051,0.030413626
2007.0,EC,948,948,78,67,11,0.070675105,0.08227848,0.011603376
2008.0,EC,1081,1081,100,81,19,0.07493062,0.09250694,0.017576318
2009.0,EC,1197,1197,106,112,-6,0.09356725,0.08855472,-0.0050125313
2010.0,EC,1403,1403,124,127,-3,0.090520315,0.088382035,-0.0021382752
2011.0,EC,1587,1587,141,132,9,0.0831758,0.08884688,0.0056710774
2012.0,EC,2015,2015,184,150,34,0.074441686,0.091315135,0.01687345
2013.0,EC,2730,2730,322,181,141,0.06630037,0.11794872,0.051648352
2014.0,EC,3980,3980,461,242,219,0.06080402,0.11582915,0.055025127
2015.0,EC,5734,5734,733,294,439,0.051273108,0.12783398,0.07656086
2016.0,EC,7506,7506,941,419,522,0.055822007,0.12536637,0.06954437
2017.0,EC,8989,8989,1152,614,538,0.06830571,0.12815663,0.059850927
2018.0,EC,10351,10351,1240,791,449,0.07641774,0.11979519,0.04337745
2019.0,EC,10864,10864,1364,1085,279,0.099871136,0.12555228,0.02568115
2020.0,EC,10497,10497,1100,1021,79,0.097265884,0.10479184,0.00752596
2021.0,EC,9468,9468,749,866,-117,0.09146599,0.07910857,-0.012357415
2022.0,EC,0,0,364,425,-61,,,
1996.0,EE,798,798,0,0,0,0.0,0.0,0.0
1997.0,EE,967,967,17,22,-5,0.022750776,0.017580144,-0.0051706308
1998.0,EE,1175,1175,42,23,19,0.019574469,0.035744682,0.016170213
1999.0,EE,1322,1322,43,26,17,0.019667171,0.032526474,0.012859304
2000.0,EE,1454,1454,36,41,-5,0.028198075,0.024759285,-0.0034387896
2001.0,EE,1631,1631,32,34,-2,0.020846106,0.019619865,-0.0012262416
2002.0,EE,1788,1788,46,35,11,0.019574944,0.025727069,0.006152125
2003.0,EE,1986,1986,53,47,6,0.02366566,0.026686808,0.003021148
2004.0,EE,2263,2263,74,41,33,0.018117543,0.032699957,0.014582412
2005.0,EE,2535,2535,77,49,28,0.019329388,0.030374754,0.011045365
2006.0,EE,2820,2820,95,55,40,0.019503547,0.03368794,0.014184397
2007.0,EE,3156,3156,94,65,29,0.02059569,0.029784538,0.009188847
2008.0,EE,3462,3462,110,84,26,0.024263432,0.03177354,0.00751011
2009.0,EE,3781,3781,131,78,53,0.020629464,0.034646917,0.014017455
2010.0,EE,4096,4096,136,90,46,0.021972656,0.033203125,0.011230469
2011.0,EE,4450,4450,138,101,37,0.02269663,0.031011237,0.008314607
2012.0,EE,4865,4865,159,109,50,0.022404933,0.032682426,0.010277492
2013.0,EE,5106,5106,171,132,39,0.025851939,0.033490013,0.007638073
2014.0,EE,5261,5261,165,150,15,0.02851169,0.031362858,0.002851169
2015.0,EE,5385,5385,159,177,-18,0.032869082,0.029526463,-0.0033426185
2016.0,EE,5412,5412,192,171,21,0.031596452,0.035476718,0.003880266
2017.0,EE,5392,5392,247,201,46,0.03727745,0.045808606,0.008531157
2018.0,EE,5356,5356,221,208,13,0.03883495,0.041262135,0.0024271845
2019.0,EE,5247,5247,230,219,11,0.041738138,0.04383457,0.002096436
2020.0,EE,4994,4994,259,199,60,0.039847817,0.051862236,0.012014417
2021.0,EE,4592,4592,185,147,38,0.032012194,0.040287457,0.008275261
2022.0,EE,0,0,125,99,26,,,
1996.0,EG,4355,4355,0,0,0,0.0,0.0,0.0
1997.0,EG,5391,5391,112,103,9,0.019105917,0.020775367,0.001669449
1998.0,EG,6308,6308,169,150,19,0.023779327,0.026791375,0.003012048
1999.0,EG,6689,6689,164,163,1,0.024368366,0.024517866,0.00014949917
2000.0,EG,7258,7258,203,126,77,0.017360155,0.027969137,0.010608983
2001.0,EG,7837,7837,223,205,18,0.026157968,0.028454766,0.0022967972
2002.0,EG,8371,8371,251,215,36,0.02568391,0.02998447,0.0043005613
2003.0,EG,9185,9185,282,221,61,0.024060968,0.030702231,0.006641263
2004.0,EG,10162,10162,335,288,47,0.028340878,0.03296595,0.0046250736
2005.0,EG,11358,11358,372,322,50,0.02835006,0.032752246,0.0044021835
2006.0,EG,12675,12675,412,334,78,0.026351085,0.03250493,0.006153846
2007.0,EG,14866,14866,508,399,109,0.026839769,0.034171935,0.0073321676
2008.0,EG,17414,17414,579,486,93,0.027908579,0.03324911,0.0053405305
2009.0,EG,19895,19895,638,626,12,0.03146519,0.03206836,0.00060316664
2010.0,EG,22525,22525,739,704,35,0.03125416,0.03280799,0.0015538291
2011.0,EG,25996,25996,897,825,72,0.03173565,0.034505308,0.002769657
2012.0,EG,29392,29392,1085,966,119,0.032866087,0.036914807,0.004048721
2013.0,EG,32885,32885,1122,983,139,0.029892048,0.0341189,0.0042268513
2014.0,EG,37044,37044,1355,1099,256,0.029667422,0.036578123,0.006910701
2015.0,EG,41245,41245,1494,1258,236,0.030500667,0.036222573,0.0057219057
2016.0,EG,45458,45458,1714,1376,338,0.0302697,0.037705135,0.007435435
2017.0,EG,49656,49656,1834,1577,257,0.0317585,0.036934108,0.005175608
2018.0,EG,53583,53583,1987,1691,296,0.031558517,0.037082657,0.0055241403
2019.0,EG,55701,55701,2250,1974,276,0.03543922,0.040394247,0.0049550277
2020.0,EG,54952,54952,2123,2024,99,0.036832143,0.038633715,0.0018015723
2021.0,EG,51954,51954,1720,1775,-55,0.03416484,0.033106208,-0.0010586288
2022.0,EG,0,0,1169,1305,-136,,,
2023.0,EG,0,0,82,124,-42,,,
1996.0,ER,5,5,0,0,0,0.0,0.0,0.0
1998.0,ER,13,13,1,0,1,0.0,0.07692308,0.07692308
1999.0,ER,13,13,1,2,-1,0.15384616,0.07692308,-0.07692308
2000.0,ER,19,19,3,2,1,0.10526316,0.15789473,0.05263158
2001.0,ER,21,21,0,0,0,0.0,0.0,0.0
2002.0,ER,23,23,2,1,1,0.04347826,0.08695652,0.04347826
2003.0,ER,36,36,5,0,5,0.0,0.1388889,0.1388889
2004.0,ER,40,40,2,1,1,0.025,0.05,0.025
2005.0,ER,41,41,3,4,-1,0.09756097,0.07317073,-0.024390243
2006.0,ER,39,39,2,4,-2,0.102564104,0.051282052,-0.051282052
2007.0,ER,32,32,2,8,-6,0.25,0.0625,-0.1875
2009.0,ER,25,25,1,4,-3,0.16,0.04,-0.12
2010.0,ER,25,25,3,3,0,0.12,0.12,0.0
2011.0,ER,26,26,2,3,-1,0.115384616,0.07692308,-0.03846154
2012.0,ER,21,21,1,8,-7,0.3809524,0.04761905,-0.33333334
2013.0,ER,22,22,1,1,0,0.045454547,0.045454547,0.0
2015.0,ER,28,28,3,0,3,0.0,0.10714286,0.10714286
2016.0,ER,44,44,7,0,7,0.0,0.1590909,0.1590909
2017.0,ER,56,56,4,7,-3,0.125,0.071428575,-0.05357143
2018.0,ER,61,61,3,6,-3,0.09836066,0.04918033,-0.04918033
2019.0,ER,63,63,9,6,3,0.0952381,0.14285715,0.04761905
2020.0,ER,55,55,0,9,-9,0.16363636,0.0,-0.16363636
2021.0,ER,45,45,1,5,-4,0.11111111,0.022222223,-0.08888889
1996.0,ES,44674,44674,0,0,0,0.0,0.0,0.0
1997.0,ES,53699,53699,1025,1001,24,0.018640943,0.019087879,0.0004469357
1998.0,ES,64168,64168,1350,1350,0,0.021038523,0.021038523,0.0
1999.0,ES,70929,70929,1538,1525,13,0.021500373,0.021683656,0.00018328187
2000.0,ES,77512,77512,1767,1737,30,0.022409433,0.02279647,0.00038703685
2001.0,ES,84049,84049,2019,1916,103,0.022796227,0.024021702,0.0012254756
2002.0,ES,91217,91217,2143,2029,114,0.02224366,0.023493428,0.001249767
2003.0,ES,98067,98067,2402,2336,66,0.023820449,0.024493458,0.00067300926
2004.0,ES,106057,106057,2604,2622,-18,0.024722556,0.024552835,-0.00016972005
2005.0,ES,113589,113589,2882,2697,185,0.023743497,0.025372175,0.0016286789
2006.0,ES,121753,121753,3224,3080,144,0.025297118,0.02647984,0.0011827224
2007.0,ES,130580,130580,3753,3609,144,0.027638229,0.028741002,0.0011027722
2008.0,ES,139803,139803,4039,3872,167,0.027696116,0.028890653,0.0011945381
2009.0,ES,149077,149077,4572,4234,338,0.02840143,0.030668715,0.0022672848
2010.0,ES,159310,159310,4956,4656,300,0.029226037,0.031109158,0.001883121
2011.0,ES,169445,169445,5119,5242,-123,0.030936291,0.030210393,-0.00072589924
2012.0,ES,178162,178162,5481,5847,-366,0.032818448,0.030764136,-0.0020543102
2013.0,ES,185902,185902,5717,6447,-730,0.03467956,0.030752761,-0.0039268
2014.0,ES,191828,191828,5715,7300,-1585,0.038054924,0.029792314,-0.00826261
2015.0,ES,198407,198407,6104,7733,-1629,0.03897544,0.030765044,-0.008210395
2016.0,ES,200410,200410,6212,8260,-2048,0.04121551,0.030996457,-0.010219051
2017.0,ES,204096,204096,6678,7964,-1286,0.03902085,0.032719895,-0.0063009565
2018.0,ES,207857,207857,7066,8539,-1473,0.041081127,0.033994526,-0.007086603
2019.0,ES,209169,209169,7803,8205,-402,0.039226655,0.037304763,-0.0019218909
2020.0,ES,199997,199997,7305,7351,-46,0.03675555,0.036525548,-0.00023000345
2021.0,ES,186187,186187,5962,5473,489,0.029395178,0.03202157,0.0026263918
2022.0,ES,0,0,3932,3671,261,,,
2023.0,ES,0,0,245,230,15,,,
1996.0,ET,536,536,0,0,0,0.0,0.0,0.0
1997.0,ET,621,621,42,79,-37,0.12721416,0.06763285,-0.05958132
1998.0,ET,729,729,62,69,-7,0.09465021,0.08504801,-0.009602195
1999.0,ET,771,771,67,96,-29,0.12451362,0.08690013,-0.03761349
2000.0,ET,845,845,68,92,-24,0.10887574,0.08047337,-0.028402368
2001.0,ET,841,841,65,118,-53,0.14030915,0.07728894,-0.063020214
2002.0,ET,908,908,88,104,-16,0.11453745,0.0969163,-0.017621145
2003.0,ET,961,961,103,124,-21,0.12903225,0.10718002,-0.021852238
2004.0,ET,1082,1082,107,133,-26,0.12292052,0.098890945,-0.024029575
2005.0,ET,1245,1245,146,125,21,0.10040161,0.11726908,0.01686747
2006.0,ET,1448,1448,145,149,-4,0.10290055,0.10013812,-0.002762431
2007.0,ET,1633,1633,185,166,19,0.1016534,0.113288425,0.011635028
2008.0,ET,1783,1783,164,207,-43,0.11609647,0.09197981,-0.024116658
2009.0,ET,1951,1951,176,226,-50,0.11583803,0.09021015,-0.025627883
2010.0,ET,2202,2202,171,237,-66,0.107629426,0.07765668,-0.029972753
2011.0,ET,2685,2685,194,249,-55,0.09273743,0.07225326,-0.020484172
